ALC
LOPE
LCC
CHMT
RGEN
DHI
RXN
TRIP
WD
DYAX
TZOO
SNBC
PRTA
RM
CRMT
WYNN
SNPS
GGG
WWE
CMO
ATHN
SGEN
UA
AXL
CLNE
IMMR
SNTA
KMT
NWL
WU
SFY
LYV
VLO
LAYN
FMD
BWA
FCX
AEC
WETF
CIEN
PRGX
BEBE
DATA
TWC
MA
PDCO
NEU
CRVL
PHM
CRM
AIQ
ISRG
SEMG
SPSC
TREE
VECO
LGND
ZNGA
DX
SPPI
LKQ
DLTR
GOOG
BWC
XRAY
HFC
TFM
GBL
PRIM
STZ
INFI
LMNR
EQR
ARC
FBRC
WTI
FOSL
CSWC
MAS
UNH
AIV
EBAY
AA
PPO
FMC
BDN
PAY
ATML
OPLK
CRAI
ROK
NP
GNW
RWT
FTR
MLAB
USG
SCOR
LECO
EME
TRMB
STBZ
ALX
INTU
MON
TWI
FXEN
COLM
DVN
BXC
FSLR
LUV
JCI
MCP
UAL
IMPV
LAZ
HSNI
CAT
CMP
CCIX
LGF
CFX
LAD
MYE
CVS
FLIC
KEY
COCO
MDCA
WFM
TESS
MTSC
MKTG
BBBY
CETV
PNC
SPLS
BONT
ACAD
OLN
ARTC
IM
NEO
NAV
ARI
HST
KMX
MENT
IRDM
GE
VITC
LEAP
CMCSA
HTZ
AWI
LMCA
CWEI
MTW
MDP
APOG
HPTX
FDML
ORN
AOL
ITW
BXP
NLNK
HERO
FITB
NSPH
BCOR
IEX
SLTM
WWWW
TSS
TMHC
FNP
STRZA
MKTO
EGY
VIAB
MYRG
A
AVHI
RJF
WY
NMFC
LPX
MANT
FAST
SLAB
NWSA
VG
AHS
CVC
MXL
KRC
PPG
TPX
MATX
EPL
ATLO
CA
HCCI
CLD
GAS
GME
GPRE
IBTX
ITT
SEAC
CHS
DRTX
DEI
LMT
ACN
JPM
GLUU
ANN
MFA
CJES
WINA
ITC
EXAM
TDG
MET
PMT
AET
CLI
HASI
AGYS
ARW
CFNB
LXK
ITMN
AGII
CAVM
HOV
CGNX
CBRL
AE
SWM
GUID
PDFS
TW
GMT
NAT
CSGS
HOG
CHFN
HTBI
MDC
LVLT
CTAS
CY
DFRG
PCYC
CCRN
COG
RVLT
IP
CTL
ANH
ABG
FLIR
QCOM
RL
ITIC
VAL
PFSI
HTCH
ELS
DIS
ARRS
OVAS
RPM
LVNTA
MHLD
O
WLP
ROSE
UMH
IRM
NBR
PRFT
CEVA
RPAI
TNAV
KBR
BKCC
MU
LZB
GEO
CBEY
AVB
UFS
IHC
WSM
ADNC
PPS
EBIX
ESL
HIIQ
APEI
AEGN
CUZ
MCC
PRGO
AMSG
NCR
RPTP
REGI
HCA
LNN
MAA
MCRI
QCOR
TIBX
CASH
GPC
AGCO
CE
ALCO
NLS
XRX
MCS
TIS
JEC
DSCI
HCN
FLS
PSX
SBY
JWN
MNK
CAC
SPF
PATK
CLVS
RAS
HTGC
HURC
GPN
NEOG
AMRE
HUB/B
MDCI
DEPO
ZFC
IPG
TTC
UNM
SNDK
STAA
SVVC
YDKN
ACTG
WMGI
EFII
CHE
REMY
LQDT
CNMD
CSGP
BOFI
BBY
LABL
TSRA
IR
LLL
EQT
LFUS
PPBI
ALB
REXX
GD
LHO
JOSB
PCAR
CELG
JOUT
PPC
LSI
I
CNK
DWRE
CPWR
CSX
ONXX
DLX
OREX
SON
AGM
CWST
CCL
SEAS
CHSP
HALL
JMBA
HXL
CBT
APH
TJX
FLT
RYN
CWCO
KRG
BTU
BDE
ISRL
ANSS
MNTX
AOS
AVG
EZPW
CMLS
CXW
SIG
INWK
WAG
TRAK
CTSH
CVGI
HVT
DCT
IHS
KEG
BC
OPY
LBTYA
EPIQ
DISH
COP
ELY
BEAV
RTN
ALKS
CLNY
AH
NSR
NYCB
SUI
CPT
ORA
VVI
TRV
PGEM
GCAP
FIBK
MAR
EMR
PBF
CBI
RKT
PCTI
MEG
MAT
ETN
PETM
CRTX
RSG
HOLX
CNP
PMCS
APD
PNK
CAMP
MNST
TEX
CBL
XRM
CNA
SYNT
CUBE
HIBB
XYL
TTWO
TESO
VNO
GWW
KSU
DFZ
LVS
KFRC
FTK
TRK
VOCS
SCHN
FISV
AMGN
GDOT
SHW
SRDX
VPHM
LINTA
FAF
ARG
STWD
MXIM
LCUT
TDW
NATI
BOKF
SNTS
NSP
ATVI
NOC
WBMD
AMT
RNET
ICE
HON
OFC
HBNC
BMC
R
NFG
UHAL
LYB
SRE
ACTV
AHL
AM
AMSC
ANEN
BYD
CDI
CEMP
CONE
CRIS
CSS
CVBF
CZR
DELL
DHX
DMD
DRE
EARN
EPM
EQU
ERII
FLOW
FRF
GAIN
GPK
GTS
GTXI
HCP
HLX
HMA
IDT
INTL
KTOS
LLEN
LLTC
LTD
MAIN
MAKO
MCBC
MCHX
MNI
MOLX
NVE
ODP
PKD
PLD
PMTC
PRKR
PTEN
PWER
RALY
RATE
RAX
ROCM
ROMA
RPXC
SCLN
SFNC
SHFL
STEC
STSI
SYMM
TLAB
TVL
UDR
VIAS
WAIR
WTSL
F
DHIL
PRE
SSTK
XL
CBS
INT
HP
ADT
MTH
ECOM
COH
SYK
OMI
DLB
SFD
WEX
MUR
ATK
SMG
TWTC
GK
IILG
THC
HALO
CSC
CSCO
LIFE
HTSI
EIHI
RBC
MSCC
WCG
AZZ
LPLA
DST
ESC
MOV
BKW
DD
CLDT
IPCM
BMR
SUNS
SRPT
CW
CBOE
AN
TCRD
OMG
UHS
AME
AHT
WDAY
AXLL
MTZ
AAT
AFOP
PERY
AAN
GCOM
JNY
BLC
TSN
URS
STEI
AKR
AIZ
NSC
LORL
ARE
HIG
CPRT
TKR
HBI
ACHC
NYX
HMTV
GT
LIOX
FOXA
BERY
CR
TICC
BAC
WIBC
WASH
MSPD
CFI
GRMN
SXT
GNC
ATU
CBG
BRKL
WTM
FXCM
CENX
EDR
ALGT
IRET
DG
IDXX
ROP
HSII
IBM
AMAG
TCPC
WLH
TRI
AAPL
SATS
UTX
EXPE
TGT
HITK
TUP
REGN
VDSI
JCOM
MDRX
RAD
AHC
SYMC
PEP
PSEC
IOSP
OABC
HAE
ACXM
GARS
ROL
HRB
AOSL
VCI
CMN
BLKB
SCMP
TUC
TOWR
NSM
SCSS
HPT
GLRE
FDUS
GCA
HCC
TXT
MM
SUP
PRU
NCI
STLD
CNQR
RLOC
CVX
WPC
HMN
GBDC
TTI
IRG
SAH
PNNT
CWH
CCI
FR
AVY
SMP
RCII
DOV
SWKS
FRAN
LXU
CAP
TCO
ZOLT
PLOW
SKT
MCRS
HSC
WIN
BREW
RLGY
IRC
PIKE
MCO
FFNW
FDEF
PDCE
CYH
AMED
UNT
DTV
PVA
RGA
NXTM
NUE
FSL
C
PII
AIG
AEL
OGE
RYL
UTI
TAL
BK
PRXL
ACM
JBT
CCG
TIF
STI
WAFD
LHCG
WRE
MVC
DCI
EEFT
HBIO
TTEK
SWK
MCGC
WCC
HRC
SNI
DMRC
BRCD
ZLTQ
FTNT
BBSI
CREE
PSMT
DVA
VR
GB
EMN
ADC
AXS
TXN
L
FOE
TSYS
PCL
TGH
MKL
JBLU
TECH
AVIV
SIAL
ABT
THG
HK
MHGC
TSC
APC
ISBC
RCL
COWN
EMC
RNR
LII
ENS
RSO
BAGL
ECL
INTX
FIS
AFG
ENSG
AWH
KRA
WM
COF
MRVL
OXY
FCN
UBA
NGPC
XOM
CARB
POOL
ONNN
SRC
SCM
MMS
WFC
TITN
G
JNS
AFAM
PAYX
HIW
AJG
RUSHA
CTRX
NSIT
LCNB
CB
TGE
ADI
PCRX
EV
ENDP
BRO
PGR
ADP
FSTR
DGAS
LO
SFG
CLUB
IPXL
VLY
ET
STC
HUM
WAGE
PZN
OFLX
CBB
ULTR
OLED
ACC
ICON
MJN
SWN
ANDE
DDR
PLMT
JNJ
WAB
GLAD
HR
SMA
ATX
FNFG
MSI
SCVL
EVC
SHLM
VRSK
NICK
PL
PNRA
SPA
TXI
ROIC
CVGW
KEM
ALK
N
KWR
CUTR
SAIA
DKS
AXP
INN
UFPI
QLYS
HLSS
FULT
MSEX
ROCK
NBCB
AMTD
BUSE
FNLC
GLDD
RSH
BRE
DHR
SPW
HNH
QNST
PSA
LSCC
BA
ERA
RHP
VSI
PLT
KAR
HPY
PDM
SXI
VNTV
AVX
CHRW
WCN
KSS
BAX
VRTU
ROC
DOX
KOP
WTS
PTLA
BAGR
HCI
ACE
ZQK
WSO
ORIT
PICO
SCI
COL
KR
CF
KELYA
BZH
CVI
RGS
RIGL
SGI
EAT
TRLA
FST
FC
HSTM
FCE/A
TNGO
SPG
HOME
BLL
FIX
WDFC
HAS
CSBK
BIIB
TTGT
BMS
LLY
Y
EWBC
PROV
SPNC
CPF
IART
BHI
USTR
PNW
WPP
LRY
WNC
TOL
TPC
OGXI
STT
T
FCH
QEP
AON
TECD
CCO
GIII
LTM
CRI
LXP
ACAS
ARNA
TFX
USAP
SPR
D
EDMC
CODE
TMO
AMRC
FRT
EGAN
AEGR
PZZA
POWI
PCP
SANM
RHI
BEE
TYL
RES
TLYS
ATR
ITRI
GLT
DAL
PBH
OXM
ADBE
AFL
ALL
NFX
ISIL
CYT
WERN
MHR
SBRA
VC
MATW
SBAC
HPQ
MMM
SDRL
MCD
EXPD
VVC
MTB
LUK
LWAY
WIFI
NHI
KAI
ARPI
THOR
FFIV
SPN
CRL
AL
AWAY
ENH
NWN
MBRG
AVP
VRNT
WRB
JIVE
CNW
KW
NES
AWK
LTXC
ICUI
VIVO
LION
HRZN
PLL
BLMN
BKU
BKD
ENT
KALU
SIRO
ROST
LOW
VMC
DFS
NC
ATW
HME
PFG
OMC
EVER
BSX
EHTH
PBCT
GFIG
COV
CVA
QADA
UNXL
SNA
LLNW
BAH
PHH
ETH
HRG
LRCX
HEES
SWFT
HT
LPNT
GNMK
DRH
EPAY
WSBF
BV
GSOL
ADSK
DTE
SSD
SFI
PCO
UGI
AXE
EW
ADES
STNG
IT
SAPE
TMK
ZMH
GPI
FDO
NKE
FSS
VTG
POM
JNPR
IIVI
V
CTXS
GES
CBZ
FELE
GOV
NLSN
MIDD
WTR
MAC
NUAN
SLXP
BMY
PATR
HNT
CRY
CLC
BNCL
PANW
FDS
DMND
VSAT
NOR
SRCL
CVD
SHLO
DTSI
ELNK
TMH
OCN
CCXI
ARSD
EXL
NDAQ
GLF
MWV
NYT
EXP
TPGI
KMPR
ATRI
RSTI
VAR
CINF
SJI
CRWN
CBSH
TIVO
HMST
INTC
BCR
GNTX
UHT
NU
FRNK
NDSN
WWW
HHC
TRW
AMG
EA
SLRC
WOR
CVO
AFSI
CROX
FN
FARO
BRY
SIVB
GRA
OSK
FCS
BEAM
CYBX
MCHP
VGR
HMPR
BANC
TCB
SYA
DY
CMA
EXPR
TRNO
BSFT
TGI
EXR
URBN
CPK
ACI
FVE
PAG
AFCE
AMP
FSC
GLOG
CFNL
CIE
WWD
SKX
KEX
SLG
PODD
WOOF
FCNCA
STR
MDT
MOVE
SYKE
BWS
NWLI
HI
BRS
CTO
PH
ANF
CTG
ECPG
ADVS
PGI
DXM
BMRC
FICO
UCBI
ACCL
OPEN
IVZ
NPO
CUNB
PLXS
ININ
XEL
ASNA
MSM
BGG
MOH
PM
IFF
HES
RT
TAXI
ARCP
NI
NCLH
RLI
FRC
CVCO
MOD
TRC
CFR
GTY
SRI
QLTY
DUK
AGO
CSL
RE
DRL
EL
UNP
DNKN
OMN
FWRD
CCMP
AMPE
FLXS
RELL
USB
UPIP
TER
KIRK
KLAC
CHDN
UPS
CADX
TOWN
OTTR
RHT
SWHC
CFFN
RBCAA
H
ASGN
ACET
PLUS
SLGN
OLP
MW
XLS
MASI
PRGS
MIND
JKHY
WGO
SIGM
MRK
MHFI
GXP
QDEL
PRO
DEL
LH
UFPT
ASBC
BOH
DGIT
HCBK
PLCE
SONC
AP
GM
NEWP
TAP
TBNK
NATH
DSW
CHEF
RUTH
FDX
DISCA
ACIW
AGN
PWR
CCOI
CAM
YORW
TBI
ALE
HHS
OKE
BLOX
GOOD
WLK
ESIO
PFE
FHN
BBCN
COKE
ERIE
AYI
HBCP
JAKK
DXLG
KOPN
TCAP
ADM
AXDX
GGP
LEG
CBST
KOS
PHX
RLJ
RRGB
HGR
BRK/B
CACI
BDX
BLDR
SCL
ALTR
PEG
JACK
CALX
PCH
CLMS
SYX
OB
AF
MTG
ORI
BECN
AAON
TROW
IMN
ARII
IGT
PEI
STAG
AWR
JBHT
SHO
HII
HWAY
REIS
MGLN
FSYS
ICFI
ACRE
BLT
DO
TRGP
GNRC
ALXN
CDR
PLAB
FFBC
WBC
KAMN
TBBK
NCMI
MG
VMW
TTEC
HURN
NCS
SEIC
NETE
SAM
SUPN
CYN
LSTR
SBNY
JJSF
SCHL
GSIG
LF
SNV
CMG
TSCO
URG
VOLC
SNH
IDTI
COO
CBF
POL
EXC
BMI
WR
HTA
NTRS
DPS
OI
MLM
ESGR
CUBI
SLB
VPFG
SCG
CMCO
PWOD
MORN
NTK
BBT
FE
XOXO
UVV
SSS
CCE
NANO
USLM
IBKR
ACGL
RDC
CRAY
CMS
DPZ
CI
KMI
GIFI
EFX
MMC
PCG
SPLK
NUTR
DECK
CPSI
REX
OIS
FET
QLIK
WBS
SUSQ
BHE
ATMI
FTI
ACOR
IPAR
GSIT
STRA
ALSN
ASH
VVUS
LEA
CYNI
LPSN
MRIN
DRI
PFLT
KNX
FRGI
MOFG
DCOM
WSFS
FNGN
ZION
COR
SEB
TDY
ORB
COST
BF/B
MTRX
CIT
IRF
ISCA
GSE
SIGA
HAYN
PGC
WDR
HLIT
AINV
CNC
BGC
TE
GWR
ESSA
CACB
MTD
STMP
NNN
ACCO
INFA
FSGI
FL
NVR
VRTS
WMB
M
BWLD
HOMB
ESS
NEE
CNSL
BNNY
WGL
CVG
ABCB
CTWS
ECHO
MSCI
YRCW
B
ASEI
NUVA
MD
FBC
GRC
MFRM
HDNG
TNC
HOT
IPHS
FCF
IPI
MLNK
FOR
MDXG
PRI
TTMI
WAT
AZPN
MSG
EGP
BFAM
MDVN
CERN
ZAGG
MGRC
WST
OFIX
ROVI
MED
WMT
CAKE
EVR
BIO
HA
PB
AIRM
BMRN
DBD
USMD
XXIA
PRA
BXS
EPR
RRC
AEE
EXPO
SCHW
CBR
SFE
CRS
CCC
MTX
KIM
AMWD
APA
Z
WLT
KBALB
PFMT
ALEX
BCO
SHOO
MNRO
SWX
SWI
RST
REG
NMRX
VICR
CME
GLPW
ABCO
KMB
FRME
AIT
CATM
BLK
DAN
FEIC
CRR
EQIX
VVTV
HZO
RDI
NRF
DNB
FFG
WFD
AVD
CCK
GHM
BYI
PPL
KCG
MRO
BH
CMC
AEPI
HTCO
MHK
MCF
CCNE
BODY
IBCA
RNST
CGX
SIGI
VRTX
KRFT
AEP
KS
NRG
SSI
RDN
GHL
NGS
BR
FNB
AMBC
ASTE
SLM
PEGA
PPHM
TCBI
UEC
VPRT
SPNS
ZTS
EXH
CASS
POR
ORBC
HE
MO
AROW
TECUA
HSH
RPT
HWCC
TFSL
MSO
ED
HD
CHFC
AMAT
PVTB
PACW
SMCI
WSBC
SWS
UTL
RVBD
FARM
ZINC
ALGN
MANH
DVAX
AMNB
BDSI
ODFL
EDE
KFY
VZ
IFT
ENTG
SREV
YUM
CNSI
CHH
AEIS
OPK
TWIN
JMP
HTLD
SNX
IO
SKH
INGR
TAYC
AIR
GMO
IPCC
NAVG
BRKR
KCAP
SIRI
ATO
ODC
NKTR
REXI
CPHD
AVEO
BIRT
CLW
OZRK
ENV
ELGX
CYNO
EQY
AVA
WRI
THFF
BGFV
ANGO
FDP
QGEN
ARTNA
ANAT
MDU
S
CSE
VHC
BKYF
SE
CSV
BHLB
CSOD
SCBT
AT
WHG
TXRH
STE
RAI
RTEC
VSEC
TK
HBHC
CLDX
FUR
MRLN
CRUS
DW
WSR
ZBRA
BKH
TMUS
WABC
IBKC
GABC
HSY
UBSI
CFN
PTP
EGHT
PNY
COHR
DRQ
CEB
APAGF
CQB
USPH
MLR
CKEC
MSFT
NKSH
BABY
AFFX
ENR
SENEA
HAFC
PLPM
LG
VOYA
CACC
TEG
ULTI
AVNW
MLI
PRAA
BOBE
ACO
BEN
CBU
HLF
MKSI
USNA
ATNI
CATY
RAVN
VCBI
ABC
XOMA
XLNX
TRMK
MOG/A
FINL
HAL
NWE
SO
PG
LANC
PACB
TDC
PJC
SGYP
UACL
NWPX
COLB
FCFS
MBWM
OII
TEN
TSO
WMAR
EIX
WTFC
INAP
WYN
BCPC
HOS
SONS
ABFS
CWT
ASCMA
ISSC
SXC
IPHI
LNC
TYPE
SGNT
LNT
PRLB
IBOC
ACAT
CYTK
CATO
MNTA
CKH
COHU
MN
PEBO
HW
KO
CPN
CORE
TRGT
LBY
ARDNA
CUB
HSP
RS
BPFH
BG
RF
BRSS
SF
SPRT
NPK
PKOH
BBGI
FRED
GSM
UTMD
HITT
RTK
MLHR
NNI
SYBT
NOV
VMI
PFBC
FUL
AVGO
SUPX
DDS
BANF
LOGM
CSU
SHEN
UTIW
AMSF
DRC
HUBG
CIR
MDLZ
ATRS
WBCO
NTCT
EPAM
DGII
NXST
CCF
ZUMZ
HF
HEI
XTXI
EBTC
K
MEIP
GWRE
WAL
MDAS
PNM
VLCCF
STSA
MBI
DTLK
TUMI
NBIX
PSIX
MTDR
ALJ
BTX
MWIV
VAC
BGS
FBNC
AIMC
ADTN
BDC
FFIN
MTOR
PRK
EGBN
AAWW
OFG
QTM
NWBI
UMPQ
AYR
BPZ
PLPC
RSYS
NOW
CHD
LNG
CYTX
PSEM
ISIS
HRS
EGOV
TRS
UIL
PLCM
VNDA
BRC
CL
BKE
CLGX
XPO
ZEP
ESE
SKUL
CAS
TSRO
LYTS
ROG
SAAS
KNL
VFC
WTBA
OEH
NUS
CTS
AES
LTS
CSG
SSNI
BLX
RMD
HNRG
HMSY
MGEE
NATR
CNL
DENN
TMP
CLX
ZEUS
FXCB
WTW
GTI
FFIC
PKY
FRX
TILE
BFS
SIX
EIG
MKTX
NFBK
CAB
MOS
MKC
PCCC
ELLI
PNFP
TREX
NEWS
BBX
CNS
LTC
ABMD
SBSI
AIN
MCK
WEC
ECYT
BRLI
WIRE
CECE
ORCL
NR
FHCO
VCRA
NPBC
IXYS
TRNX
NBTB
QSII
ATI
SLH
ICGE
INVN
RSE
SIR
GIS
ESBF
UBNK
GY
RCKB
MCBI
FLO
BCC
THRM
TWER
UAM
HAIN
UNF
REN
VRA
CTRN
OKSB
NX
CZNC
THO
SHLD
MCRL
MBFI
GBCI
GHDX
RFMD
SAFT
FMBI
NRCIA
CAG
SNSS
CALM
RTI
PTGI
HCSG
FPO
DGICA
ILMN
CSII
LKFN
MDSO
WLB
ENTR
MCY
RJET
BOLT
TCBK
TTPH
CVLT
MRGE
MWA
FCBC
EBS
SRCE
SLCA
UCTT
IDCC
WEYS
SJM
MRH
STFC
SNHY
THS
FIVE
UNTD
BSRR
UFCS
ELX
UEIC
PKT
SGMS
MDR
FII
MPW
SALM
HELE
THLD
BNCN
TNK
LMNX
BBRG
GEOS
ATEC
WNR
EBSB
PKE
FLDM
MPWR
SUBK
EXEL
MIG
ENPH
PFS
DNDN
BTH
LNCE
MGI
ARUN
SKYW
GRT
NTGR
ONB
HRL
TRST
CPSS
DSPG
RMTI
ANCX
XOOM
ACW
MSL
MFLX
UNS
DAKT
CTB
POWL
SBH
UNFI
CERS
GMED
HOFT
JOE
BANR
AMBA
VRNG
DIN
FSP
SSNC
TAST
BKMU
FORR
RFP
PSMI
XCO
SMTC
ISSI
JRN
MNR
DF
HWKN
IMI
ZIGO
FIZZ
MSA
ANR
IDA
AMKR
ANAD
SYY
INDB
CFFI
CIFC
REV
FMER
NRIM
NBBC
NVAX
ANAC
UFI
SBCF
ROLL
SCSC
MEAS
AMSWA
MTRN
CHTP
PCBK
SASR
PQ
UMBF
CGI
DWSN
LBAI
ALIM
CHCO
CTIC
KRNY
RRD
ACT
AMRS
CENTA
STNR
OCFC
GPX
EPZM
HTWR
RDEN
CALL
BRKS
STL
MSTR
OHI
PENX
ETR
IRBT
MDCO
RP
UVSP
IVC
HVB
EXAR
CALD
RECN
GPS
BDGE
AKRX
FISI
KWK
SPB
ARQL
RKUS
CTBI
XNPT
NJR
PNX
IDIX
LINC
KYTH
RRTS
BIG
DEST
TR
MMSI
INSY
BJRI
FUBC
USM
OMCL
EXAC
QLGC
SPTN
HNI
VPG
EE
SVU
ABAX
SMRT
WSTL
KKD
KVHI
EVRY
FBNK
ALNY
LOCK
ABM
ACRX
OME
BWINB
GLNG
HTH
JBSS
END
UBSH
AVAV
SAFM
OMER
ATRC
NVEC
STEL
RENT
BMTC
SUSS
PDLI
STBA
ISH
ELRC
NBHC
INFN
CHDX
IIIN
TEAR
LFVN
DCO
NTLS
IRWD
GBNK
NATL
BKS
METR
FURX
FRO
NL
HGG
JDSU
UCFC
EBF
FIO
RESI
GEF
VOXX
MGAM
CSFL
ARCC
TG
FRM
COBZ
IMKTA
ETM
ZLC
KBIO
DVR
ISLE
ZAZA
RBCN
USMO
EXAS
DK
PTRY
WRLD
CBK
DGX
ARO
SQI
SCS
FCSC
ALG
PSUN
SAVE
CIA
GNCMA
APAM
CRRC
PRSC
MYGN
PSTB
ARRY
PGNX
SJW
AVNR
HEOP
BIOL
MRCY
EFSC
IQNT
SHOR
APFC
MACK
BAS
ENZN
AHH
HTBK
SBUX
CPST
SNAK
FNSR
NEON
BOOM
AEO
CPE
GST
NWY
QUAD
MXWL
FFBH
DXCM
ICPT
DYN
MNKD
RGLS
FLTX
TUES
DJCO
EMCI
LCI
CCBG
GSBC
WMK
ZIOP
COB
ACHN
MTN
MYL
PF
DAR
SGMO
CRD/B
AXAS
BBOX
FOLD
SGK
JBL
UNIS
TDS
PGTI
HZNP
RGR
BFIN
CPB
OSUR
BSET
SFL
TISI
PCYO
BELFB
CHUY
TTS
VLGEA
SSP
AUXL
MSFG
SHOS
LDL
APP
TAM
FBP
BHB
GMAN
TRR
STML
SQNM
UTEK
PMFG
SPAR
GILD
TXMD
TAX
WRES
HCOM
POST
LMOS
ATNY
CASY
GNE
VSTM
SNCR
LUB
BDBD
SGA
CBM
IMMU
TPLM
FFKT
PZG
PBYI
CNDO
MPX
NIHD
PBY
GGS
MEI
NHC
GERN
KIOR
LXRX
GALE
ALOG
TGTX
LL
CNH
SAI
